c	Mes	Año	Departamento	Municipio	Lugar de Ocurrencia	Tipo de Hecho	Tipo de Bien	Tipo de Implicado (1)	Tipo de Implicado	Víctimas Fatales	Lesionados	Fuente																	
13	8	1992	Santander	Piedecuesta		Quema de Vehículos	Medios de Transporte (Bus de Servicio Público) 	Guerrilla	Guerrilla-ELN			Justicia y Paz Vol 5 #3																	
16	8	1992	Meta	El Calvario	Cabecera Municipal	Acciones Bélicas-Ataque a Instituciones	Entidades Públicas	Guerrilla	Guerrilla-FARC																				
17	8	1992	Cauca	El Tambo	Zona Rural	Ataque a Propiedad	Infraestructura Empresarial	Guerrilla	Guerrilla-CGSB			Justicia y Paz Vol 5 #3																	
18	8	1992	Antioquia	San Carlos		Ataque a Instituciones	Campero de Corporación Antiooquia	Guerrilla	Guerrilla-CGSB			Justicia y Paz Vol 5 #3																	
19	8	1992	Nariño	Puerres		Sabotaje	Infraestructura Energética (Oleoductos)	Guerrilla	Guerrilla-CGSB			Justicia y Paz Vol 5 #3																	
23	8	1992	Antioquia	Apartadó	Vereda Arenas Bajas	Asesinato Selectivo	Vivienda	Fuerza Pública	Ejército Nacional			 Boletín Justicia y Paz Vol. 5 No 3 Pp. 49 																	
23	8	1992	Antioquia	Remedios		Sabotaje	Infraestructura Energética (Oleoductos)	Guerrilla	Guerrilla-ELN			Justicia y Paz Vol 5 #3																	
24	8	1992	Antioquia	Apartadó	Vereda Arenas Bajas	Asesinato Selectivo	Vivienda	Fuerza Pública	Ejército Nacional			 Boletín Justicia y Paz Vol. 5 No 3 Pp. 49 																	
24	8	1992	Putumayo	Valle del Guamuez (La Hormiga)		Sabotaje	Infraestructura Energética (Oleoductos)	Guerrilla	Guerrilla-FARC			Justicia y Paz Vol 5 #3																	
24	8	1992	Putumayo	Valle del Guamuez (La Hormiga)		Sabotaje	Infraestructura Energética (Oleoductos)	Guerrilla	Guerrilla-FARC			Justicia y Paz Vol 5 #3																	
29	8	1992	Cauca	Miranda	Cabecera Municipal	Ataque a Instituciones	Entidades Públicas	Guerrilla	Guerrilla-FARC			Justicia y Paz Vol 5 #3																	
2	9	1992	Antioquia	Cocorná	Sitio El Tesoro	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-EPL			Justicia y Paz Vol 5 #3																	
4	9	1992	Antioquia	Salgar		Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-ELN			Justicia y Paz Vol 5 #3																	
4	9	1992	Antioquia	Segovia		Sabotaje	Infraestructura Energética (Oleoductos)	Guerrilla	Guerrilla-ELN	7		Justicia y Paz Vol 5 #3																	
10	9	1992	Antioquia	Remedios		Sabotaje	Infraestructura Energética (Oleoductos)	Guerrilla	Guerrilla-ELN			Justicia y Paz Vol 5 #3																	
16	9	1992	Antioquia	Necoclí	Corregimiento Las Changas	Masacre	Vivienda Urbana	Grupo Armado No Identificado	Grupo Armado No Identificado			Boletín Justicia y Paz Vol. 5 No 3  Pp. 83-84																	
17	9	1992	Norte de Santander	Cúcuta	Cabecera Municipal	Quema de Vehículos	Medios de Transporte (Bus de Servicio Público) 	Guerrilla	Guerrilla-ELN			Justicia y Paz Vol 5 #3																	
17	9	1992	Antioquia	Medellín	Cabecera Municipal	Ataque a Propiedad	Infraestructura Empresarial	Guerrilla	Guerrilla-ELN			Justicia y Paz Vol 5 #3																	
18	9	1992	Santander	Floridablanca	Casco Urbano	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-CGSB			Justicia y Paz Vol 5 #3																	
19	9	1992	Meta	Acacías	Zona Rural	Sabotaje	Infraestructura Víal	Guerrilla	Guerrilla-CGSB			Justicia y Paz Vol 5 #3																	
20	9	1992	Boyacá	Socota	Cabecera Municipal	Acciones Bélicas-Ataque a Instituciones	Entidades Públicas	Guerrilla	Guerrilla-ELN				 	 															
22	9	1992	Norte de Santander	Cúcuta	Casco Urbano	Quema de Vehículos	Medios de Transporte (Bus de Servicio Público) 	Guerrilla	Guerrilla-ELN			Justicia y Paz Vol 5 #3																	
22	9	1992	Santander	San Vicente de Chucurí	Zona Rural	Quema de Vehículos	Medios de Transporte (Bus de Servicio Público) 	Guerrilla	Guerrilla-ELN	1		Justicia y Paz Vol 5 #3																	
26	9	1992	Santander	Piedecuesta	Casco Urbano	Quema de Vehículos	Medios de Transporte (Bus de Servicio Público) 	Guerrilla	Guerrilla-ELN			Justicia y Paz Vol 5 #3																	
2	10	1992	Antioquia	Remedios		Sabotaje	Infraestructura Energética (Oleoductos)	Guerrilla	Guerrilla-ELN			Justicia y Paz Vol 5 #4																	
2	10	1992	Antioquia	Segovia		Sabotaje	Infraestructura Energética (Oleoductos)	Guerrilla	Guerrilla-CGSB			Justicia y Paz Vol 5 #4																	
7	10	1992	Cesar	Valledupar	Casco Urbano	Quema de Vehículos	Medios de Transporte (Bus de Servicio Público) 	Guerrilla	Guerrilla-CGSB			Justicia y Paz Vol 5 #4																	
9	10	1992	Santander	Puerto Wilches	Zona Rural	Quema de Vehículos	Medios de Transporte (Bus de Servicio Público) 	Guerrilla	Guerrilla-ELN			Justicia y Paz Vol 5 #4																	
9	10	1992	Cesar	Chiriguaná		Sabotaje	Infraestructura Energética (Oleoductos)	Guerrilla	Guerrilla-CGSB			Justicia y Paz Vol 5 #4																	
10	10	1992	Norte de Santander	Toledo		Sabotaje	Infraestructura Energética (Oleoductos)	Guerrilla	Guerrilla-CGSB			Justicia y Paz Vol 5 #4																	
10	10	1992	Distrito Capital	Bogotá D.C.	Cabecera Municipal	Ataque a Instituciones	Entidades Públicas	Guerrilla	Guerrilla-FARC			Justicia y Paz Vol 5 #4																	
10	10	1992	Distrito Capital	Bogotá D.C.	Cabecera Municipal	Ataque a Instituciones	Entidades Públicas	Guerrilla	Guerrilla-FARC			Justicia y Paz Vol 5 #4																	
10	10	1992	Distrito Capital	Bogotá D.C.	Cabecera Municipal	Ataque a Instituciones	Entidades Públicas	Guerrilla	Guerrilla-FARC			Justicia y Paz Vol 5 #4																	
10	10	1992	Distrito Capital	Bogotá D.C.	Cabecera Municipal	Ataque a Instituciones	Entidades Públicas	Guerrilla	Guerrilla-FARC			Justicia y Paz Vol 5 #4																	
11	10	1992	Norte de Santander	Abrego		Sabotaje	Infraestructura Víal	Guerrilla	Guerrilla-ELN			Justicia y Paz Vol 5 #4																	
13	10	1992	Atlántico	Barranquilla	Cabecera Municipal	Ataque a Instituciones	Entidades Públicas	Guerrilla	Guerrilla-FARC			Justicia y Paz Vol 5 #4																	
13	10	1992	Santander	Barrancabermeja	Casco Urbano	Quema de Vehículos	Medios de Transporte (Bus de Servicio Público) 	Guerrilla	Guerrilla-ELN			Justicia y Paz Vol 5 #4																	
14	10	1992	Antioquia	Cáceres	Casco Urbano	Quema de Vehículos	Medios de Transporte (Bus de Servicio Público) 	Guerrilla	Guerrilla-ELN			Justicia y Paz Vol 5 #4																	
14	10	1992	Norte de Santander	Tibú	Casco Urbano	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-ELN			Justicia y Paz Vol 5 #4																	
15	10	1992	Santander	San Vicente de Chucurí	Casco Urbano	Quema de Vehículos	Medios de Transporte (Bus de Servicio Público) 	Guerrilla	Guerrilla-ELN			Justicia y Paz Vol 5 #4																	
16	10	1992	Antioquia	Cocorná	Zona Rural	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-ELN			Justicia y Paz Vol 5 #4																	
16	10	1992	Antioquia	Cocorná	Zona Rural	Quema de Vehículos	Medios de Transporte (Bus de Servicio Público) 	Guerrilla	Guerrilla-ELN			Justicia y Paz Vol 5 #4																	
17	10	1992	Antioquia	Medellín		Sabotaje	Infraestructura Víal	Guerrilla	Guerrilla-CGSB			Justicia y Paz Vol 5 #4																	
19	10	1992	Antioquia	Valdivia	Zona Rural	Sabotaje	Infraestructura Víal	Guerrilla	Guerrilla-ELN			Justicia y Paz Vol 5 #4																	
19	10	1992	Cesar	San Diego		Sabotaje	Infraestructura Víal	Guerrilla	Guerrilla-CGSB			Justicia y Paz Vol 5 #4																	
20	10	1992	Distrito Capital	Bogotá D.C.	Casco Urbano	Quema de Vehículos	Medios de Transporte (Bus de Servicio Público) 	Guerrilla	Guerrilla-FARC			Justicia y Paz Vol 5 #4																	
20	10	1992	Distrito Capital	Bogotá D.C.	Casco Urbano	Quema de Vehículos	Medios de Transporte (Bus de Servicio Público) 	Guerrilla	Guerrilla-FARC			Justicia y Paz Vol 5 #4																	
20	10	1992	Distrito Capital	Bogotá D.C.	Casco Urbano	Quema de Vehículos	Medios de Transporte (Bus de Servicio Público) 	Guerrilla	Guerrilla-FARC			Justicia y Paz Vol 5 #4																	
20	10	1992	Distrito Capital	Bogotá D.C.	Casco Urbano	Quema de Vehículos	Medios de Transporte (Bus de Servicio Público) 	Guerrilla	Guerrilla-FARC			Justicia y Paz Vol 5 #4																	
20	10	1992	Distrito Capital	Bogotá D.C.	Casco Urbano	Quema de Vehículos	Medios de Transporte (Bus de Servicio Público) 	Guerrilla	Guerrilla-FARC			Justicia y Paz Vol 5 #4																	
20	10	1992	Distrito Capital	Bogotá D.C.	Casco Urbano	Quema de Vehículos	Medios de Transporte (Bus de Servicio Público) 	Guerrilla	Guerrilla-FARC			Justicia y Paz Vol 5 #4																	
20	10	1992	Distrito Capital	Bogotá D.C.	Casco Urbano	Quema de Vehículos	Medios de Transporte (Bus de Servicio Público) 	Guerrilla	Guerrilla-FARC			Justicia y Paz Vol 5 #4																	
20	10	1992	Distrito Capital	Bogotá D.C.	Casco Urbano	Quema de Vehículos	Medios de Transporte (Bus de Servicio Público) 	Guerrilla	Guerrilla-FARC			Justicia y Paz Vol 5 #4																	
20	10	1992	Distrito Capital	Bogotá D.C.	Casco Urbano	Quema de Vehículos	Medios de Transporte (Bus de Servicio Público) 	Guerrilla	Guerrilla-FARC			Justicia y Paz Vol 5 #4																	
20	10	1992	Distrito Capital	Bogotá D.C.	Casco Urbano	Quema de Vehículos	Medios de Transporte (Bus de Servicio Público) 	Guerrilla	Guerrilla-FARC			Justicia y Paz Vol 5 #4																	
20	10	1992	Distrito Capital	Bogotá D.C.	Casco Urbano	Quema de Vehículos	Medios de Transporte (Bus de Servicio Público) 	Guerrilla	Guerrilla-FARC			Justicia y Paz Vol 5 #4																	
20	10	1992	Distrito Capital	Bogotá D.C.	Casco Urbano	Quema de Vehículos	Medios de Transporte (Bus de Servicio Público) 	Guerrilla	Guerrilla-FARC			Justicia y Paz Vol 5 #4																	
20	10	1992	Boyacá	Miraflores		Sabotaje	Infraestructura Energética (Oleoductos)	Guerrilla	Guerrilla-CGSB			Justicia y Paz Vol 5 #4																	
20	10	1992	Meta	Villavicencio	Zona Rural	Sabotaje	Infraestructura Víal	Guerrilla	Guerrilla-FARC			Justicia y Paz Vol 5 #4																	
20	10	1992	Meta	Vista Hermosa		Sabotaje	Infraestructura Víal	Guerrilla	Guerrilla-FARC			Justicia y Paz Vol 5 #4																	
21	10	1992	Casanare	Yopal	Casco Urbano	Quema de Vehículos	Medios de Transporte (Bus de Servicio Público) 	Guerrilla	Guerrilla-ELN			Justicia y Paz Vol 5 #4																	
21	10	1992	Magdalena	Ciénaga	Zona Rural	Quema de Vehículos	Medios de Transporte (Bus de Servicio Público) 	Guerrilla	Guerrilla-FARC			Justicia y Paz Vol 5 #4																	
21	10	1992	Cesar	Valledupar		Sabotaje	Infraestructura Víal	Guerrilla	Guerrilla-FARC			Justicia y Paz Vol 5 #4																	
22	10	1992	Boyacá	Pauna	Zona Rural	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-FARC			Justicia y Paz Vol 5 #4																	
22	10	1992	Boyacá	Cubará		Sabotaje	Infraestructura Energética (Oleoductos)	Guerrilla	Guerrilla-ELN			Justicia y Paz Vol 5 #4																	
22	10	1992	Boyacá	Otanche		Sabotaje	Infraestructura Energética (Oleoductos)	Guerrilla	Guerrilla-FARC			Justicia y Paz Vol 5 #4																	
22	10	1992	Santander	San Vicente de Chucurí		Sabotaje	Infraestructura Víal	Guerrilla	Guerrilla-FARC			Justicia y Paz Vol 5 #4																	
24	10	1992	Norte de Santander	Cúcuta	Cabecera Municipal	Ataque a Instituciones	Entidades Públicas	Guerrilla	Guerrilla-CGSB			Justicia y Paz Vol 5 #4																	
24	10	1992	Antioquia	Sonsón	Zona Rural	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-ELN			Justicia y Paz Vol 5 #4																	
24	10	1992	Cesar	Aguachica		Sabotaje	Infraestructura Víal	Guerrilla	Guerrilla-ELN			Justicia y Paz Vol 5 #4																	
25	10	1992	Arauca	Arauca		Sabotaje	Infraestructura Energética (Oleoductos)	Guerrilla	Guerrilla-ELN			Justicia y Paz Vol 5 #4																	
27	10	1992	Norte de Santander			Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-CGSB			Justicia y Paz Vol 5 #4																	
29	10	1992	Atlántico	Barranquilla	Cabecera Municipal	Ataque a Instituciones	Entidades Públicas	Guerrilla	Guerrilla-CGSB			Justicia y Paz Vol 5 #4																	
29	10	1992	Atlántico	Barranquilla	Cabecera Municipal	Quema de Vehículos	Medios de Transporte (Bus de Servicio Público) 	Guerrilla	Guerrilla-CGSB			Justicia y Paz Vol 5 #4																	
29	10	1992	Atlántico	Barranquilla	Cabecera Municipal	Quema de Vehículos	Medios de Transporte (Bus de Servicio Público) 	Guerrilla	Guerrilla-CGSB			Justicia y Paz Vol 5 #4																	
29	10	1992	Atlántico	Barranquilla	Cabecera Municipal	Quema de Vehículos	Medios de Transporte (Bus de Servicio Público) 	Guerrilla	Guerrilla-CGSB			Justicia y Paz Vol 5 #4																	
29	10	1992	Antioquia	Remedios		Sabotaje	Infraestructura Energética (Oleoductos)	Guerrilla	Guerrilla-ELN	 		Justicia y Paz Vol 5 #4																	
30	10	1992	Tolima	Cajamarca	Zona Rural	Sabotaje	Infraestructura Víal	Guerrilla	Guerrilla-FARC			Justicia y Paz Vol 5 #4																	
1	11	1992	Boyacá	Muzo	Casco Urbano	Quema de Vehículos	Medios de Transporte	Guerrilla	Guerrilla-FARC			Justicia y Paz Vol 5 #4																	
1	11	1992	Norte de Santander	El Tarra		Sabotaje	Infraestructura Energética (Oleoductos)	Guerrilla	Guerrilla-CGSB			Justicia y Paz Vol 5 #4																	
2	11	1992	Antioquia	Caucasia		Sabotaje	Infraestructura Eléctrica	Guerrilla	Guerrilla-ELN			Justicia y Paz Vol 5 #4																	
2	11	1992	Antioquia	Segovia		Sabotaje	Infraestructura Energética (Oleoductos)	Guerrilla	Guerrilla-ELN			Justicia y Paz Vol 5 #4																	
5	11	1992	Antioquia	Segovia		Sabotaje	Infraestructura Energética (Oleoductos)	Guerrilla	Guerrilla-ELN			Justicia y Paz Vol 5 #4																	
6	11	1992	Antioquia	Barbosa	Cabecera Municipal	Ataque a Propiedad	Entidad Bancaria	Guerrilla	Guerrilla-CGSB	1		Justicia y Paz Vol 5 #4																	
6	11	1992	Antioquia	Bello	Cabecera Municipal	Ataque a Propiedad	Infraestructura Empresarial	Guerrilla	Guerrilla-CGSB			Justicia y Paz Vol 5 #4																	
6	11	1992	Antioquia	Cisneros	Cabecera Municipal	Ataque a Propiedad	Entidad Bancaria	Guerrilla	Guerrilla-CGSB			Justicia y Paz Vol 5 #4																	
6	11	1992	Antioquia	La Ceja	Cabecera Municipal	Ataque a Propiedad	Entidad Bancaria	Guerrilla	Guerrilla-CGSB	1	10	Justicia y Paz Vol 5 #4																	
6	11	1992	Antioquia	Medellín	Cabecera Municipal	Ataque a Propiedad	Entidad Bancaria	Guerrilla	Guerrilla-CGSB			Justicia y Paz Vol 5 #4																	
6	11	1992	Antioquia	Medellín	Cabecera Municipal	Ataque a Propiedad	Entidad Bancaria	Guerrilla	Guerrilla-CGSB			Justicia y Paz Vol 5 #4																	
6	11	1992	Antioquia	Medellín	Cabecera Municipal	Ataque a Propiedad	Entidad Bancaria	Guerrilla	Guerrilla-CGSB			Justicia y Paz Vol 5 #4																	
6	11	1992	Antioquia	Medellín	Cabecera Municipal	Ataque a Propiedad	Entidad Bancaria	Guerrilla	Guerrilla-CGSB	2		Justicia y Paz Vol 5 #4																	
6	11	1992	Distrito Capital	Bogotá D.C.	Cabecera Municipal	Ataque a Propiedad	Entidad Bancaria	Guerrilla	Guerrilla-ELN			Justicia y Paz Vol 5 #4																	
6	11	1992	Distrito Capital	Bogotá D.C.	Cabecera Municipal	Ataque a Propiedad	Entidad Bancaria	Guerrilla	Guerrilla-ELN			Justicia y Paz Vol 5 #4																	
6	11	1992	Distrito Capital	Bogotá D.C.	Cabecera Municipal	Ataque a Propiedad	Entidad Bancaria	Guerrilla	Guerrilla-ELN			Justicia y Paz Vol 5 #4																	
6	11	1992	Distrito Capital	Bogotá D.C.	Cabecera Municipal	Ataque a Propiedad	Entidad Bancaria	Guerrilla	Guerrilla-ELN			Justicia y Paz Vol 5 #4																	
6	11	1992	Distrito Capital	Bogotá D.C.	Cabecera Municipal	Ataque a Propiedad	Entidad Bancaria	Guerrilla	Guerrilla-ELN			Justicia y Paz Vol 5 #4																	
6	11	1992	Distrito Capital	Bogotá D.C.	Cabecera Municipal	Ataque a Propiedad	Entidad Bancaria	Guerrilla	Guerrilla-ELN			Justicia y Paz Vol 5 #4																	
6	11	1992	Distrito Capital	Bogotá D.C.	Cabecera Municipal	Ataque a Propiedad	Entidad Bancaria	Guerrilla	Guerrilla-ELN			Justicia y Paz Vol 5 #4																	
6	11	1992	Distrito Capital	Bogotá D.C.	Cabecera Municipal	Ataque a Propiedad	Entidad Bancaria	Guerrilla	Guerrilla-ELN			Justicia y Paz Vol 5 #4																	
6	11	1992	Distrito Capital	Bogotá D.C.	Cabecera Municipal	Ataque a Propiedad	Entidad Bancaria	Guerrilla	Guerrilla-ELN			Justicia y Paz Vol 5 #4																	
6	11	1992	Distrito Capital	Bogotá D.C.	Cabecera Municipal	Ataque a Propiedad	Entidad Bancaria	Guerrilla	Guerrilla-ELN		1	Justicia y Paz Vol 5 #4																	
6	11	1992	Norte de Santander	Convención		Sabotaje	Infraestructura Energética (Oleoductos)	Guerrilla	Guerrilla-ELN			Justicia y Paz Vol 5 #4																	
7	11	1992	Caldas	Manizales	Cabecera Municipal	Ataque a Propiedad	Entidad Bancaria	Guerrilla	Guerrilla-ELN			Justicia y Paz Vol 5 #4																	
7	11	1992	Cesar	Aguachica	Cabecera Municipal	Ataque a Propiedad	Entidad Bancaria	Guerrilla	Guerrilla-ELN			Justicia y Paz Vol 5 #4																	
7	11	1992	Cesar	Curumaní	Cabecera Municipal	Ataque a Propiedad	Entidad Bancaria	Guerrilla	Guerrilla-CGSB			Justicia y Paz Vol 5 #4																	
7	11	1992	Cesar	Curumaní	Cabecera Municipal	Ataque a Propiedad	Entidad Bancaria	Guerrilla	Guerrilla-CGSB			Justicia y Paz Vol 5 #4																	
7	11	1992	Cesar	Valledupar	Cabecera Municipal	Ataque a Propiedad	Entidad Bancaria	Guerrilla	Guerrilla-ELN			Justicia y Paz Vol 5 #4																	
7	11	1992	Magdalena	Ciénaga	Cabecera Municipal	Ataque a Propiedad	Entidad Bancaria	Guerrilla	Guerrilla-ELN			Justicia y Paz Vol 5 #4																	
7	11	1992	Magdalena	Santa Marta	Cabecera Municipal	Ataque a Propiedad	Entidad Bancaria	Guerrilla	Guerrilla-CGSB			Justicia y Paz Vol 5 #4																	
7	11	1992	Magdalena	Santa Marta	Cabecera Municipal	Ataque a Propiedad	Entidad Bancaria	Guerrilla	Guerrilla-CGSB			Justicia y Paz Vol 5 #4																	
7	11	1992	Norte de Santander	Cúcuta	Cabecera Municipal	Ataque a Propiedad	Entidad Bancaria	Guerrilla	Guerrilla-ELN			Justicia y Paz Vol 5 #4																	
7	11	1992	Norte de Santander	Cúcuta	Cabecera Municipal	Ataque a Propiedad	Entidad Bancaria	Guerrilla	Guerrilla-ELN			Justicia y Paz Vol 5 #4																	
7	11	1992	Risaralda	Pereira	Cabecera Municipal	Ataque a Propiedad	Entidad Bancaria	Guerrilla	Guerrilla-CGSB			Justicia y Paz Vol 5 #4																	
8	11	1992	Antioquia	Carmen de Viboral	Cabecera Municipal	Ataque a Propiedad	Entidad Bancaria	Guerrilla	Guerrilla-CGSB			Justicia y Paz Vol 5 #4																	
8	11	1992	Distrito Capital	Bogotá D.C.	Cabecera Municipal	Ataque a Propiedad	Entidad Bancaria	Guerrilla	Guerrilla-ELN			Justicia y Paz Vol 5 #4																	
8	11	1992	Santander	Bucaramanga	Cabecera Municipal	Ataque a Propiedad	Entidad Bancaria	Guerrilla	Guerrilla-CGSB			Justicia y Paz Vol 5 #4																	
8	11	1992	Arauca	Saravena		Sabotaje	Infraestructura Energética (Oleoductos)	Guerrilla	Guerrilla-ELN			Justicia y Paz Vol 5 #4																	
8	11	1992	Casanare	Monterrey		Sabotaje	Infraestructura Energética (Oleoductos)	Guerrilla	Guerrilla-FARC			Justicia y Paz Vol 5 #4																	
